"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"1292","300","1045","257","955","235","21","31","60","94","9","14","0","12","0","12","0","12","0","12","0","12","247","232","9","13","0","12","0","12","0","12","0","12","226","236","12","19","0","12","12","19","1500000US490351107011","Block Group 1, Census Tract 1107.01, Salt Lake County, Utah"
"2556","431","2428","433","1838","351","0","12","0","12","269","214","32","43","18","28","271","195","82","126","189","152","128","81","106","69","8","12","0","12","0","12","0","12","14","21","0","12","0","12","0","12","1500000US490351107012","Block Group 2, Census Tract 1107.01, Salt Lake County, Utah"
"1305","483","1305","483","1183","458","15","25","0","12","59","96","0","12","36","59","12","18","0","12","12","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351107021","Block Group 1, Census Tract 1107.02, Salt Lake County, Utah"
"1246","325","1122","215","992","219","20","31","0","12","55","62","0","12","0","12","55","40","0","12","55","40","124","181","124","181","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351107022","Block Group 2, Census Tract 1107.02, Salt Lake County, Utah"
"1538","377","1494","375","1494","375","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","44","53","12","18","0","12","0","12","0","12","0","12","0","12","32","50","0","12","32","50","1500000US490351107023","Block Group 3, Census Tract 1107.02, Salt Lake County, Utah"
"1282","280","1112","273","936","213","35","51","0","12","74","83","0","12","0","12","67","94","0","12","67","94","170","178","101","160","0","12","0","12","0","12","0","12","0","12","69","83","24","37","45","74","1500000US490351107024","Block Group 4, Census Tract 1107.02, Salt Lake County, Utah"
"853","310","853","310","777","305","0","12","0","12","52","78","24","39","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351108001","Block Group 1, Census Tract 1108, Salt Lake County, Utah"
"1973","615","1898","618","1838","622","7","17","0","12","53","63","0","12","0","12","0","12","0","12","0","12","75","76","65","72","0","12","0","12","0","12","0","12","5","11","5","12","5","12","0","12","1500000US490351108002","Block Group 2, Census Tract 1108, Salt Lake County, Utah"
"1160","339","1160","339","1142","347","0","12","0","12","0","12","0","12","18","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351108003","Block Group 3, Census Tract 1108, Salt Lake County, Utah"
"1874","541","1760","524","1612","514","8","16","1","5","60","85","31","51","0","12","48","66","0","12","48","66","114","75","56","89","0","12","0","12","0","12","0","12","58","71","0","12","0","12","0","12","1500000US490351108004","Block Group 4, Census Tract 1108, Salt Lake County, Utah"
"766","157","766","157","731","157","14","23","0","12","21","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351109001","Block Group 1, Census Tract 1109, Salt Lake County, Utah"
"1528","338","1397","274","1273","247","43","51","0","12","18","23","0","12","0","12","63","67","0","12","63","67","131","123","77","104","0","12","0","12","0","12","0","12","0","12","54","63","54","63","0","12","1500000US490351109002","Block Group 2, Census Tract 1109, Salt Lake County, Utah"
"853","362","556","152","543","149","13","21","0","12","0","12","0","12","0","12","0","12","0","12","0","12","297","361","24","30","0","12","0","12","0","12","0","12","18","27","255","357","255","357","0","12","1500000US490351109003","Block Group 3, Census Tract 1109, Salt Lake County, Utah"
"823","236","787","233","752","224","0","12","0","12","35","55","0","12","0","12","0","12","0","12","0","12","36","30","11","17","0","12","0","12","0","12","0","12","0","12","25","26","10","13","15","23","1500000US490351109004","Block Group 4, Census Tract 1109, Salt Lake County, Utah"
"1108","243","1108","243","1082","241","0","12","0","12","8","13","0","12","0","12","18","29","0","12","18","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351110011","Block Group 1, Census Tract 1110.01, Salt Lake County, Utah"
"1846","337","1758","328","1552","314","91","130","59","68","8","14","11","17","0","12","37","47","0","12","37","47","88","59","59","52","0","12","0","12","0","12","0","12","10","14","19","24","0","12","19","24","1500000US490351110012","Block Group 2, Census Tract 1110.01, Salt Lake County, Utah"
"1219","491","1123","370","923","289","75","82","0","12","36","44","37","56","0","12","52","57","0","12","52","57","96","144","0","12","0","12","0","12","0","12","0","12","96","144","0","12","0","12","0","12","1500000US490351110013","Block Group 3, Census Tract 1110.01, Salt Lake County, Utah"
"1992","494","1929","491","1704","471","0","12","0","12","72","61","55","83","0","12","98","103","43","72","55","70","63","68","63","68","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351110021","Block Group 1, Census Tract 1110.02, Salt Lake County, Utah"
"2052","513","1924","476","1791","502","0","12","0","12","100","124","0","12","0","12","33","55","0","12","33","55","128","171","128","171","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351110022","Block Group 2, Census Tract 1110.02, Salt Lake County, Utah"
"1510","462","1510","462","1352","453","0","12","0","12","138","117","0","12","0","12","20","34","0","12","20","34","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351110023","Block Group 3, Census Tract 1110.02, Salt Lake County, Utah"
"898","327","898","327","803","315","0","12","39","64","27","36","0","12","19","30","10","23","0","12","10","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351111041","Block Group 1, Census Tract 1111.04, Salt Lake County, Utah"
"1709","402","1221","336","1062","284","0","12","0","12","62","70","0","12","0","12","97","115","0","12","97","115","488","342","476","341","0","12","0","12","0","12","0","12","12","12","0","12","0","12","0","12","1500000US490351111042","Block Group 2, Census Tract 1111.04, Salt Lake County, Utah"
"941","255","858","247","853","247","0","12","0","12","5","19","0","12","0","12","0","12","0","12","0","12","83","98","83","98","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351111051","Block Group 1, Census Tract 1111.05, Salt Lake County, Utah"
"1083","421","1083","421","741","279","168","200","0","12","39","68","116","148","0","12","19","39","0","12","19","39","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351111052","Block Group 2, Census Tract 1111.05, Salt Lake County, Utah"
"1460","460","1238","440","1171","446","0","12","0","12","29","52","0","12","0","12","38","46","0","12","38","46","222","138","222","138","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351111053","Block Group 3, Census Tract 1111.05, Salt Lake County, Utah"
"1855","401","1617","355","1553","351","35","56","0","12","18","29","0","12","0","12","11","17","0","12","11","17","238","264","47","43","119","182","0","12","0","12","0","12","72","83","0","12","0","12","0","12","1500000US490351111061","Block Group 1, Census Tract 1111.06, Salt Lake County, Utah"
"1441","820","1303","815","1272","815","0","12","0","12","17","27","0","12","0","12","14","23","0","12","14","23","138","117","138","117","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351111062","Block Group 2, Census Tract 1111.06, Salt Lake County, Utah"
"840","357","722","334","551","308","40","65","0","12","53","50","28","47","0","12","50","59","0","12","50","59","118","154","118","154","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351111071","Block Group 1, Census Tract 1111.07, Salt Lake County, Utah"
"2115","517","2060","507","1756","582","97","150","0","12","46","73","17","24","11","18","133","137","0","12","133","137","55","85","55","85","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351111072","Block Group 2, Census Tract 1111.07, Salt Lake County, Utah"
"1608","364","1608","364","1544","327","0","12","0","12","55","133","0","12","0","12","9","16","0","12","9","16","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351111081","Block Group 1, Census Tract 1111.08, Salt Lake County, Utah"
"865","251","788","258","707","256","0","12","0","12","81","96","0","12","0","12","0","12","0","12","0","12","77","118","77","118","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351111082","Block Group 2, Census Tract 1111.08, Salt Lake County, Utah"
"1421","340","1363","341","1305","341","0","12","0","12","40","62","0","12","0","12","18","30","0","12","18","30","58","72","58","72","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351111091","Block Group 1, Census Tract 1111.09, Salt Lake County, Utah"
"1382","384","1331","370","1317","368","0","12","0","12","0","12","0","12","0","12","14","23","0","12","14","23","51","51","51","51","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351111092","Block Group 2, Census Tract 1111.09, Salt Lake County, Utah"
"1351","398","1240","388","1231","387","0","12","0","12","0","12","0","12","0","12","9","13","0","12","9","13","111","108","97","106","0","12","0","12","0","12","0","12","0","12","14","23","14","23","0","12","1500000US490351112011","Block Group 1, Census Tract 1112.01, Salt Lake County, Utah"
"1538","317","1351","314","1191","294","12","17","8","16","12","18","36","62","0","12","92","122","0","12","92","122","187","97","108","74","0","12","0","12","13","21","26","41","0","12","40","39","26","33","14","22","1500000US490351112012","Block Group 2, Census Tract 1112.01, Salt Lake County, Utah"
"758","386","712","373","695","372","0","12","0","12","8","13","0","12","0","12","9","14","0","12","9","14","46","74","35","55","0","12","0","12","0","12","0","12","11","19","0","12","0","12","0","12","1500000US490351112021","Block Group 1, Census Tract 1112.02, Salt Lake County, Utah"
"1294","310","1233","298","1184","294","0","12","0","12","19","23","30","44","0","12","0","12","0","12","0","12","61","77","47","75","0","12","0","12","0","12","0","12","0","12","14","23","14","23","0","12","1500000US490351112022","Block Group 2, Census Tract 1112.02, Salt Lake County, Utah"
"832","185","782","176","691","159","0","12","29","33","15","22","0","12","0","12","47","65","0","12","47","65","50","53","42","51","0","12","0","12","0","12","0","12","8","12","0","12","0","12","0","12","1500000US490351112023","Block Group 3, Census Tract 1112.02, Salt Lake County, Utah"
"1324","338","1132","323","1046","309","0","12","0","12","69","72","9","15","0","12","8","13","0","12","8","13","192","199","8","13","0","12","0","12","0","12","37","65","127","185","20","23","20","23","0","12","1500000US490351112024","Block Group 4, Census Tract 1112.02, Salt Lake County, Utah"
"1468","372","1404","363","1378","361","0","12","26","44","0","12","0","12","0","12","0","12","0","12","0","12","64","73","64","73","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351113021","Block Group 1, Census Tract 1113.02, Salt Lake County, Utah"
"1881","453","1795","407","1765","411","0","12","0","12","0","12","0","12","0","12","30","48","0","12","30","48","86","104","0","12","0","12","0","12","0","12","0","12","0","12","86","104","70","100","16","26","1500000US490351113022","Block Group 2, Census Tract 1113.02, Salt Lake County, Utah"
"1618","608","1364","347","1266","324","0","12","0","12","35","41","0","12","0","12","63","66","0","12","63","66","254","387","254","387","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351113023","Block Group 3, Census Tract 1113.02, Salt Lake County, Utah"
"1285","447","1028","353","900","287","0","12","0","12","0","12","0","12","128","180","0","12","0","12","0","12","257","261","257","261","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351113024","Block Group 4, Census Tract 1113.02, Salt Lake County, Utah"
"1224","335","1190","325","1108","318","0","12","0","12","46","68","0","12","0","12","36","38","0","12","36","38","34","38","34","38","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490351113041","Block Group 1, Census Tract 1113.04, Salt Lake County, Utah"
"1932","373","1896","377","1848","382","0","12","0","12","0","12","0","12","10","16","38","44","0","12","38","44","36","33","26","29","0","12","0","12","0","12","0","12","10","15","0","12","0","12","0","12","1500000US490351113042","Block Group 2, Census Tract 1113.04, Salt Lake County, Utah"
